,title,company.display_name,created,location.display_name,salary_max,salary_min,category.label
0,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
1,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
2,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
3,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
4,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
5,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
6,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
7,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
8,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
9,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
10,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
11,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
12,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
13,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
14,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
15,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
16,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
17,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
18,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
19,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
20,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
21,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
22,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
23,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
24,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
25,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
26,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
27,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
28,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
29,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
30,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
31,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
32,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
33,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
34,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
35,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
36,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
37,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
38,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
39,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
40,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
41,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
42,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
43,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
44,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
45,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
46,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
47,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
48,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
49,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
50,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
51,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
52,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
53,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
54,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
55,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
56,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
57,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
58,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
59,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
60,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
61,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
62,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
63,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
64,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
65,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
66,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
67,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
68,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
69,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
70,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
71,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
72,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
73,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
74,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
75,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
76,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
77,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
78,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
79,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
80,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
81,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
82,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
83,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
84,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
85,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
86,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
87,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
88,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
89,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
90,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
91,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
92,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
93,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
94,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
95,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
96,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
97,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
98,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
99,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
100,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
101,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
102,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
103,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
104,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
105,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
106,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
107,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
108,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
109,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
110,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
111,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
112,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
113,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
114,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
115,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
116,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
117,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
118,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
119,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
120,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
121,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
122,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
123,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
124,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
125,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
126,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
127,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
128,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
129,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
130,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
131,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
132,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
133,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
134,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
135,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
136,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
137,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
138,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
139,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
140,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
141,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
142,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
143,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
144,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
145,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
146,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
147,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
148,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
149,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
150,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
151,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
152,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
153,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
154,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
155,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
156,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
157,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
158,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
159,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
160,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
161,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
162,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
163,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
164,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
165,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
166,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
167,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
168,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
169,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
170,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
171,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
172,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
173,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
174,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
175,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
176,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
177,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
178,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
179,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
180,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
181,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
182,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
183,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
184,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
185,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
186,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
187,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
188,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
189,Experienced JavaScript Developer,Rebellion,2025-04-09T12:43:51Z,"Oxford, Oxfordshire",34816.13,34816.13,IT Jobs
190,Senior JavaScript Developer,Lloyds Bank,2025-08-31T17:47:43Z,UK,58267.19,58267.19,IT Jobs
191,Fullstack Javascript Developer,83zero Ltd,2025-09-04T23:10:29Z,"London, UK",70000.0,65000.0,IT Jobs
192,Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:02Z,"Central London, London",70000.0,70000.0,IT Jobs
193,Senior JavaScript Developer,Monterosa,2025-07-18T11:49:27Z,UK,48611.46,48611.46,IT Jobs
194,NodeJS and JavaScript Developer,Infosys,2025-05-22T08:54:34Z,UK,47346.37,47346.37,IT Jobs
195,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",82000.0,71000.0,IT Jobs
196,JavaScript Developer - Expression of Interest,Cambridge Intelligence,2025-06-09T13:03:31Z,"Cambridge, Cambridgeshire",45869.72,45869.72,IT Jobs
197,Senior Fullstack Javascript Developer,83zero Ltd,2025-09-04T17:11:53Z,"London, UK",82000.0,71000.0,IT Jobs
198,JavaScript Developer - Hybrid Remote,Vertech Group  Ltd,2025-08-29T22:30:46Z,"Lower Holloway, North London",80000.0,65000.0,IT Jobs
199,Senior Fullstack Javascript Developer,83zero Limited,2025-09-05T03:10:39Z,"Central London, London",80000.0,80000.0,IT Jobs
200,JavaScript Developer - Hybrid (Manchester ),Circle Group,2025-08-20T13:27:38Z,"Manchester, Greater Manchester",40000.0,40000.0,IT Jobs
201,Full-Stack Javascript Developer – Central London (IT),Nexus Jobs Limited,2025-08-13T14:20:32Z,"London, UK",44198.56,44198.56,IT Jobs
202,Javascript Developer,Track24,2025-09-06T00:35:08Z,"Finsbury, Central London",60000.0,60000.0,IT Jobs
203,Javascript Developer,Lloyds Bank,2025-08-31T17:44:01Z,UK,58410.0,47790.0,IT Jobs
204,JavaScript Developer,Sellick Partnership,2025-09-04T14:19:06Z,"Newcastle Upon Tyne, Tyne & Wear",55000.0,48000.0,IT Jobs
205,Senior Full Stack JavaScript Developer,83zero,2025-09-06T11:37:56Z,"The City, Central London",66045.53,66045.53,IT Jobs
206,Java with Javascript Developer - Financial Systems - East London (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"London, UK",55000.0,55000.0,IT Jobs
207,Front End Javascript Developer with Agile – Brighton Sussex (IT),Nexus Jobs Limited,2025-08-13T14:20:29Z,"Brighton, East Sussex",300.0,300.0,IT Jobs
208,Fullstack Javascript Developer,83zero Limited,2025-09-05T02:09:21Z,"Fleet Street, Central London",70000.0,65000.0,IT Jobs
